Pitch,MPH,EV (MPH),Pitcher,Batter,Dist,Spin Rate,LA (°),Zone,Date,Count,Inning,Pitch Result,PA Result
FF,94.9,74.3,Max Scherzer,Adalberto Mondesi,174,2423,26.2,4,2019-07-06,2-2,Top 1,foul,
SL,87.1,,Max Scherzer,Adalberto Mondesi,,2579,,14,2019-07-06,1-2,Top 1,ball,
CH,82.6,,Max Scherzer,Adalberto Mondesi,,1505,,13,2019-07-06,1-1,Top 1,swinging_strike,
FF,92.8,,Max Scherzer,Adalberto Mondesi,,2369,,2,2019-07-06,1-0,Top 1,swinging_strike,
FF,94.0,,Max Scherzer,Adalberto Mondesi,,2396,,13,2019-07-06,0-0,Top 1,ball,
FF,96.0,91.6,Max Scherzer,Whit Merrifield,171,2376,11.6,1,2019-07-06,0-2,Top 1,hit_into_play_no_out,Whit Merrifield singles on a line drive to center fielder Victor Robles.
SL,83.0,,Max Scherzer,Whit Merrifield,,,,5,2019-07-06,0-1,Top 1,called_strike,
FF,93.9,86.1,Max Scherzer,Whit Merrifield,234,2299,65.9,11,2019-07-06,0-0,Top 1,foul,
CH,84.5,,Max Scherzer,JaCoby Jones,,1461,,14,2019-06-30,1-2,Bot 8,swinging_strike_blocked,JaCoby Jones strikes out swinging.
SL,85.1,94.2,Max Scherzer,JaCoby Jones,11,,-13.4,4,2019-06-30,1-2,Bot 8,foul,
FF,97.6,73.5,Max Scherzer,JaCoby Jones,210,2457,40.8,7,2019-06-30,1-1,Bot 8,foul,
SL,83.9,,Max Scherzer,JaCoby Jones,,,,13,2019-06-30,1-0,Bot 8,swinging_strike,
FF,95.6,,Max Scherzer,JaCoby Jones,,2399,,14,2019-06-30,0-0,Bot 8,ball,
SL,85.7,,Max Scherzer,Miguel Cabrera,,2373,,14,2019-06-30,0-2,Bot 8,swinging_strike_blocked,Miguel Cabrera strikes out swinging.
FF,95.8,75.4,Max Scherzer,Miguel Cabrera,225,2446,42.1,2,2019-06-30,0-2,Bot 8,foul,
FF,95.8,,Max Scherzer,Miguel Cabrera,,2365,,9,2019-06-30,0-1,Bot 8,called_strike,
SL,85.0,,Max Scherzer,Miguel Cabrera,,,,5,2019-06-30,0-0,Bot 8,called_strike,
FF,94.0,,Max Scherzer,Gordon Beckham,,2358,,14,2019-06-30,3-2,Bot 8,swinging_strike,Gordon Beckham strikes out swinging.
SL,84.4,,Max Scherzer,Gordon Beckham,,2394,,11,2019-06-30,2-2,Bot 8,ball,
SL,84.1,,Max Scherzer,Gordon Beckham,,,,14,2019-06-30,1-2,Bot 8,ball,
FF,95.6,,Max Scherzer,Gordon Beckham,,2380,,14,2019-06-30,0-2,Bot 8,ball,
SL,85.2,,Max Scherzer,Gordon Beckham,,2475,,14,2019-06-30,0-1,Bot 8,swinging_strike,
SL,85.5,70.8,Max Scherzer,Gordon Beckham,170,,64.6,14,2019-06-30,0-0,Bot 8,foul,
FC,88.7,,Max Scherzer,Harold Castro,,2445,,14,2019-06-30,1-2,Bot 7,swinging_strike,Harold Castro strikes out swinging.
FC,88.2,,Max Scherzer,Harold Castro,,2501,,13,2019-06-30,0-2,Bot 7,ball,
CH,82.1,,Max Scherzer,Harold Castro,,1498,,13,2019-06-30,0-1,Bot 7,swinging_strike,
CU,77.2,,Max Scherzer,Harold Castro,,2755,,13,2019-06-30,0-0,Bot 7,called_strike,
CH,83.2,97.2,Max Scherzer,Niko Goodrum,313,1438,21.2,7,2019-06-30,1-1,Bot 7,hit_into_play,Niko Goodrum lines out to right fielder Adam Eaton.
FF,96.2,,Max Scherzer,Niko Goodrum,,2400,,11,2019-06-30,0-1,Bot 7,ball,
FF,95.1,,Max Scherzer,Niko Goodrum,,2374,,13,2019-06-30,0-0,Bot 7,called_strike,
FF,94.8,97.2,Max Scherzer,Brandon Dixon,358,2423,29.0,2,2019-06-30,0-1,Bot 7,hit_into_play_score,Brandon Dixon homers (11) on a fly ball to right field.
SL,85.2,,Max Scherzer,Brandon Dixon,,,,9,2019-06-30,0-0,Bot 7,foul_tip,
CH,81.4,74.8,Max Scherzer,Jeimer Candelario,37,1468,0.3,13,2019-06-30,0-1,Bot 7,hit_into_play,"Jeimer Candelario grounds out, second baseman Brian Dozier to first baseman Matt Adams."
FF,93.2,75.3,Max Scherzer,Jeimer Candelario,203,2524,37.8,4,2019-06-30,0-0,Bot 7,foul,
FF,94.9,81.1,Max Scherzer,Christin Stewart,276,2316,38.5,8,2019-06-30,2-1,Bot 6,hit_into_play,Christin Stewart flies out to left fielder Juan Soto.
CU,78.3,,Max Scherzer,Christin Stewart,,2767,,7,2019-06-30,2-0,Bot 6,called_strike,
CU,77.2,,Max Scherzer,Christin Stewart,,2642,,11,2019-06-30,1-0,Bot 6,ball,
FF,95.0,,Max Scherzer,Christin Stewart,,2351,,14,2019-06-30,0-0,Bot 6,ball,
SL,84.2,86.2,Max Scherzer,Nicholas Castellanos,325,,33.0,5,2019-06-30,0-0,Bot 6,hit_into_play,Nicholas Castellanos flies out to center fielder Victor Robles.
SL,84.7,,Max Scherzer,JaCoby Jones,,,,14,2019-06-30,2-2,Bot 6,swinging_strike_blocked,JaCoby Jones strikes out swinging.
CH,83.9,,Max Scherzer,JaCoby Jones,,1432,,13,2019-06-30,1-2,Bot 6,ball,
CH,84.0,,Max Scherzer,JaCoby Jones,,1365,,13,2019-06-30,0-2,Bot 6,ball,
SL,85.8,,Max Scherzer,JaCoby Jones,,2545,,14,2019-06-30,0-1,Bot 6,swinging_strike,
FF,94.5,68.0,Max Scherzer,JaCoby Jones,185,2458,50.2,1,2019-06-30,0-0,Bot 6,foul,
SL,85.6,99.4,Max Scherzer,Bobby Wilson,196,2633,9.8,8,2019-06-30,2-2,Bot 6,hit_into_play_no_out,Bobby Wilson singles on a line drive to left fielder Juan Soto.
FF,94.0,71.0,Max Scherzer,Bobby Wilson,191,2492,50.3,2,2019-06-30,2-1,Bot 6,foul,
FF,94.8,,Max Scherzer,Bobby Wilson,,2558,,14,2019-06-30,1-1,Bot 6,ball,
FF,94.5,,Max Scherzer,Bobby Wilson,,2538,,12,2019-06-30,0-1,Bot 6,ball,
SL,84.4,,Max Scherzer,Bobby Wilson,,2588,,6,2019-06-30,0-0,Bot 6,called_strike,
FF,94.8,77.5,Max Scherzer,Gordon Beckham,258,2268,25.1,7,2019-06-30,0-1,Bot 5,hit_into_play,Gordon Beckham lines out to right fielder Adam Eaton.
SL,84.6,,Max Scherzer,Gordon Beckham,,2293,,14,2019-06-30,0-0,Bot 5,swinging_strike,
CH,83.0,,Max Scherzer,Harold Castro,,1457,,13,2019-06-30,1-2,Bot 5,swinging_strike_blocked,Harold Castro strikes out swinging.
FC,88.7,,Max Scherzer,Harold Castro,,2411,,14,2019-06-30,0-2,Bot 5,ball,
FF,94.5,,Max Scherzer,Harold Castro,,2446,,12,2019-06-30,0-1,Bot 5,foul,
FF,94.2,,Max Scherzer,Harold Castro,,2444,,11,2019-06-30,0-0,Bot 5,swinging_strike,
CH,83.9,,Max Scherzer,Niko Goodrum,,1436,,13,2019-06-30,1-2,Bot 5,swinging_strike,Niko Goodrum strikes out swinging.
FC,88.7,77.3,Max Scherzer,Niko Goodrum,4,2513,-25.8,9,2019-06-30,1-2,Bot 5,foul,
FC,88.5,,Max Scherzer,Niko Goodrum,,2504,,14,2019-06-30,0-2,Bot 5,ball,
FF,93.4,,Max Scherzer,Niko Goodrum,,2464,,2,2019-06-30,0-1,Bot 5,foul,
CU,78.5,,Max Scherzer,Niko Goodrum,,2905,,4,2019-06-30,0-0,Bot 5,foul,
CH,83.7,,Max Scherzer,Brandon Dixon,,1579,,7,2019-06-30,0-2,Bot 4,swinging_strike,Brandon Dixon strikes out swinging.
SL,84.7,,Max Scherzer,Brandon Dixon,,2437,,9,2019-06-30,0-1,Bot 4,foul,
FF,94.9,,Max Scherzer,Brandon Dixon,,2290,,5,2019-06-30,0-0,Bot 4,swinging_strike,
FF,95.7,96.9,Max Scherzer,Jeimer Candelario,53,2305,0.5,4,2019-06-30,0-2,Bot 4,hit_into_play_no_out,Jeimer Candelario singles on a ground ball to center fielder Victor Robles.
CH,83.1,,Max Scherzer,Jeimer Candelario,,,,14,2019-06-30,0-1,Bot 4,foul,
CU,79.2,,Max Scherzer,Jeimer Candelario,,2680,,1,2019-06-30,0-0,Bot 4,called_strike,
FF,94.8,,Max Scherzer,Christin Stewart,,2422,,4,2019-06-30,1-2,Bot 4,swinging_strike,Christin Stewart strikes out swinging.
FF,95.7,,Max Scherzer,Christin Stewart,,2535,,11,2019-06-30,0-2,Bot 4,ball,
FF,93.3,71.1,Max Scherzer,Christin Stewart,206,2372,38.6,5,2019-06-30,0-1,Bot 4,foul,
CU,78.1,,Max Scherzer,Christin Stewart,,2711,,4,2019-06-30,0-0,Bot 4,called_strike,
SL,86.5,,Max Scherzer,Nicholas Castellanos,,2382,,8,2019-06-30,3-2,Bot 4,foul_tip,Nicholas Castellanos strikes out on a foul tip.
FF,97.4,,Max Scherzer,Nicholas Castellanos,,2494,,14,2019-06-30,2-2,Bot 4,ball,
FF,96.2,,Max Scherzer,Nicholas Castellanos,,2602,,9,2019-06-30,2-2,Bot 4,foul,
SL,85.2,,Max Scherzer,Nicholas Castellanos,,2535,,14,2019-06-30,1-2,Bot 4,ball,
SL,85.6,,Max Scherzer,Nicholas Castellanos,,2458,,14,2019-06-30,0-2,Bot 4,ball,
CH,84.9,,Max Scherzer,Nicholas Castellanos,,1579,,13,2019-06-30,0-2,Bot 4,foul,
SL,85.5,79.9,Max Scherzer,Nicholas Castellanos,5,2515,-32.0,3,2019-06-30,0-1,Bot 4,foul,
SL,84.8,,Max Scherzer,Nicholas Castellanos,,2426,,8,2019-06-30,0-0,Bot 4,called_strike,
SL,87.4,70.0,Max Scherzer,JaCoby Jones,10,2215,-12.4,8,2019-06-30,0-1,Bot 3,hit_into_play,"JaCoby Jones grounds out, third baseman Anthony Rendon to first baseman Matt Adams."
SL,86.7,,Max Scherzer,JaCoby Jones,,2405,,2,2019-06-30,0-0,Bot 3,called_strike,
FF,96.6,58.3,Max Scherzer,Bobby Wilson,148,2347,23.1,4,2019-06-30,1-2,Bot 3,hit_into_play,Bobby Wilson lines out to first baseman Matt Adams.
SL,86.5,,Max Scherzer,Bobby Wilson,,2384,,8,2019-06-30,1-1,Bot 3,swinging_strike,
SL,86.0,,Max Scherzer,Bobby Wilson,,2337,,11,2019-06-30,0-1,Bot 3,ball,
FF,95.0,57.1,Max Scherzer,Bobby Wilson,68,2348,10.2,5,2019-06-30,0-0,Bot 3,foul,
CH,84.3,,Max Scherzer,Gordon Beckham,,1546,,13,2019-06-30,1-2,Bot 3,swinging_strike,Gordon Beckham strikes out swinging.
SL,86.1,80.4,Max Scherzer,Gordon Beckham,283,2313,36.7,3,2019-06-30,1-1,Bot 3,foul,
FF,95.4,,Max Scherzer,Gordon Beckham,,2273,,12,2019-06-30,0-1,Bot 3,ball,
FF,94.8,,Max Scherzer,Gordon Beckham,,2257,,5,2019-06-30,0-0,Bot 3,called_strike,
FF,97.2,85.6,Max Scherzer,Harold Castro,218,2332,12.7,13,2019-06-30,3-2,Bot 2,hit_into_play,Harold Castro lines out to left fielder Juan Soto.
FC,90.5,,Max Scherzer,Harold Castro,,2308,,14,2019-06-30,3-2,Bot 2,foul,
CU,79.2,67.4,Max Scherzer,Harold Castro,175,2831,33.8,1,2019-06-30,3-2,Bot 2,foul,
FF,96.8,87.2,Max Scherzer,Harold Castro,288,2425,41.0,7,2019-06-30,3-2,Bot 2,foul,
CH,85.1,67.2,Max Scherzer,Harold Castro,189,1579,44.9,14,2019-06-30,3-2,Bot 2,foul,
FF,97.1,,Max Scherzer,Harold Castro,,2407,,11,2019-06-30,2-2,Bot 2,ball,
FC,91.0,84.3,Max Scherzer,Harold Castro,18,2425,-5.3,14,2019-06-30,2-1,Bot 2,foul,
CH,83.2,,Max Scherzer,Harold Castro,,1359,,14,2019-06-30,1-1,Bot 2,blocked_ball,
FF,96.0,76.3,Max Scherzer,Harold Castro,174,2391,19.8,5,2019-06-30,1-0,Bot 2,foul,
FF,96.2,,Max Scherzer,Harold Castro,,2449,,13,2019-06-30,0-0,Bot 2,ball,
CH,84.9,78.9,Max Scherzer,Niko Goodrum,49,1640,1.5,7,2019-06-30,2-2,Bot 2,hit_into_play_no_out,Niko Goodrum doubles (17) on a ground ball to right fielder Adam Eaton.
FC,90.3,,Max Scherzer,Niko Goodrum,,2406,,14,2019-06-30,1-2,Bot 2,ball,
FF,97.1,77.2,Max Scherzer,Niko Goodrum,215,2291,54.7,11,2019-06-30,1-2,Bot 2,foul,
CH,84.9,,Max Scherzer,Niko Goodrum,,1617,,4,2019-06-30,1-1,Bot 2,swinging_strike,
CH,85.7,,Max Scherzer,Niko Goodrum,,1726,,11,2019-06-30,0-1,Bot 2,ball,
FF,95.6,,Max Scherzer,Niko Goodrum,,2432,,8,2019-06-30,0-0,Bot 2,foul,
FF,95.4,81.5,Max Scherzer,Brandon Dixon,28,2438,-3.2,2,2019-06-30,0-1,Bot 2,hit_into_play,"Brandon Dixon grounds out, shortstop Trea Turner to first baseman Matt Adams."
SL,85.4,,Max Scherzer,Brandon Dixon,,2309,,5,2019-06-30,0-0,Bot 2,called_strike,
FC,90.4,,Max Scherzer,Jeimer Candelario,,2477,,14,2019-06-30,1-2,Bot 2,swinging_strike,Jeimer Candelario strikes out swinging.
CH,85.9,,Max Scherzer,Jeimer Candelario,,1583,,13,2019-06-30,1-2,Bot 2,foul,
CU,80.8,79.8,Max Scherzer,Jeimer Candelario,274,2698,39.7,14,2019-06-30,1-1,Bot 2,foul,
CU,79.4,,Max Scherzer,Jeimer Candelario,,2803,,11,2019-06-30,0-1,Bot 2,ball,
FF,95.2,,Max Scherzer,Jeimer Candelario,,2504,,6,2019-06-30,0-0,Bot 2,swinging_strike,
FC,90.8,,Max Scherzer,Christin Stewart,,2301,,7,2019-06-30,2-2,Bot 1,called_strike,Christin Stewart called out on strikes.
CH,84.5,,Max Scherzer,Christin Stewart,,1400,,7,2019-06-30,2-1,Bot 1,swinging_strike,
FF,95.8,69.9,Max Scherzer,Christin Stewart,165,2350,27.5,2,2019-06-30,2-0,Bot 1,foul,
FF,95.6,,Max Scherzer,Christin Stewart,,2402,,14,2019-06-30,1-0,Bot 1,ball,
FF,95.8,,Max Scherzer,Christin Stewart,,2452,,13,2019-06-30,0-0,Bot 1,ball,
SL,87.1,,Max Scherzer,Nicholas Castellanos,,2310,,14,2019-06-30,0-2,Bot 1,swinging_strike,Nicholas Castellanos strikes out swinging.
FF,96.0,,Max Scherzer,Nicholas Castellanos,,2381,,5,2019-06-30,0-1,Bot 1,foul,
SL,86.6,,Max Scherzer,Nicholas Castellanos,,2531,,8,2019-06-30,0-0,Bot 1,swinging_strike,
FF,96.0,104.0,Max Scherzer,JaCoby Jones,396,2431,33.4,4,2019-06-30,1-2,Bot 1,hit_into_play,JaCoby Jones flies out sharply to center fielder Victor Robles.
SL,85.1,,Max Scherzer,JaCoby Jones,,2417,,4,2019-06-30,1-1,Bot 1,called_strike,
FF,95.7,,Max Scherzer,JaCoby Jones,,2391,,3,2019-06-30,0-1,Bot 1,ball,
FF,95.4,,Max Scherzer,JaCoby Jones,,2451,,12,2019-06-30,0-0,Bot 1,called_strike,
SL,87.1,90.3,Max Scherzer,Garrett Cooper,5,2460,-14.3,14,2019-06-25,2-2,Bot 8,hit_into_play,"Garrett Cooper grounds into a double play, shortstop Trea Turner to second baseman Brian Dozier to first baseman Howie Kendrick. Harold Ramirez out at 2nd. Garrett Cooper out at 1st."
FF,95.9,,Max Scherzer,Garrett Cooper,,2625,,5,2019-06-25,2-1,Bot 8,swinging_strike,
SL,85.7,,Max Scherzer,Garrett Cooper,,2441,,14,2019-06-25,1-1,Bot 8,ball,
SL,84.9,,Max Scherzer,Garrett Cooper,,2422,,14,2019-06-25,0-1,Bot 8,ball,
SL,84.4,,Max Scherzer,Garrett Cooper,,2407,,6,2019-06-25,0-0,Bot 8,called_strike,
SL,84.2,,Max Scherzer,Miguel Rojas,,2433,,7,2019-06-25,1-2,Bot 8,called_strike,Miguel Rojas called out on strikes.
SL,85.6,,Max Scherzer,Miguel Rojas,,2443,,14,2019-06-25,0-2,Bot 8,blocked_ball,
CH,83.9,,Max Scherzer,Miguel Rojas,,,,13,2019-06-25,0-1,Bot 8,swinging_strike_blocked,
SL,85.3,,Max Scherzer,Miguel Rojas,,2499,,6,2019-06-25,0-0,Bot 8,swinging_strike,
SL,86.0,81.4,Max Scherzer,Harold Ramirez,14,2592,-4.6,9,2019-06-25,1-2,Bot 8,hit_into_play_no_out,"Harold Ramirez singles on a ground ball to shortstop Trea Turner, deflected by third baseman Anthony Rendon."
SL,86.8,,Max Scherzer,Harold Ramirez,,2589,,14,2019-06-25,0-2,Bot 8,ball,
CH,83.2,102.7,Max Scherzer,Harold Ramirez,398,1522,27.9,13,2019-06-25,0-2,Bot 8,foul,
FF,95.7,81.2,Max Scherzer,Harold Ramirez,158,2714,13.8,12,2019-06-25,0-1,Bot 8,foul,
FF,94.1,,Max Scherzer,Harold Ramirez,,2613,,14,2019-06-25,0-0,Bot 8,called_strike,
FC,88.3,,Max Scherzer,Wilkin Castillo,,2300,,14,2019-06-25,1-2,Bot 7,swinging_strike,Wilkin Castillo strikes out swinging.
FF,95.7,,Max Scherzer,Wilkin Castillo,,2533,,2,2019-06-25,1-1,Bot 7,foul,
CH,84.3,82.7,Max Scherzer,Wilkin Castillo,283,1528,34.6,8,2019-06-25,1-0,Bot 7,foul,
FF,95.3,,Max Scherzer,Wilkin Castillo,,2552,,14,2019-06-25,0-0,Bot 7,ball,
CH,83.1,82.3,Max Scherzer,JT Riddle,257,1510,42.2,13,2019-06-25,2-2,Bot 7,hit_into_play,JT Riddle flies out to center fielder Victor Robles.
CH,83.7,,Max Scherzer,JT Riddle,,1503,,13,2019-06-25,1-2,Bot 7,ball,
FF,96.1,75.9,Max Scherzer,JT Riddle,162,2506,19.7,8,2019-06-25,1-1,Bot 7,foul,
CU,77.3,,Max Scherzer,JT Riddle,,2771,,4,2019-06-25,1-0,Bot 7,foul,
FF,94.5,,Max Scherzer,JT Riddle,,2579,,13,2019-06-25,0-0,Bot 7,ball,
FC,89.5,89.0,Max Scherzer,Curtis Granderson,326,2496,35.2,14,2019-06-25,1-1,Bot 7,hit_into_play,Curtis Granderson flies out to right fielder Adam Eaton.
CU,77.3,,Max Scherzer,Curtis Granderson,,2850,,14,2019-06-25,0-1,Bot 7,ball,
FF,94.0,,Max Scherzer,Curtis Granderson,,2527,,7,2019-06-25,0-0,Bot 7,called_strike,
CH,82.4,60.7,Max Scherzer,Neil Walker,4,1514,-38.5,4,2019-06-25,2-0,Bot 6,hit_into_play,"Neil Walker grounds out, first baseman Howie Kendrick to pitcher Max Scherzer."
FF,95.4,,Max Scherzer,Neil Walker,,2624,,11,2019-06-25,1-0,Bot 6,ball,
FF,94.3,,Max Scherzer,Neil Walker,,2597,,12,2019-06-25,0-0,Bot 6,ball,
SL,83.4,77.9,Max Scherzer,Starlin Castro,190,2730,55.7,8,2019-06-25,0-1,Bot 6,hit_into_play,Starlin Castro pops out to second baseman Brian Dozier.
FF,93.5,,Max Scherzer,Starlin Castro,,2545,,9,2019-06-25,0-0,Bot 6,called_strike,
SL,84.2,71.4,Max Scherzer,Brian Anderson,92,,8.3,14,2019-06-25,0-0,Bot 6,hit_into_play,"Brian Anderson grounds out, shortstop Trea Turner to first baseman Howie Kendrick."
FF,95.5,109.7,Max Scherzer,Garrett Cooper,17,2523,-6.1,8,2019-06-25,0-0,Bot 5,hit_into_play,"Garrett Cooper grounds out sharply, shortstop Trea Turner to first baseman Howie Kendrick."
FF,94.6,105.7,Max Scherzer,Miguel Rojas,31,2451,-3.4,1,2019-06-25,0-0,Bot 5,hit_into_play_no_out,Miguel Rojas doubles (16) on a sharp ground ball to left fielder Juan Soto.
FF,96.6,,Max Scherzer,Yadiel Rivera,,2540,,9,2019-06-25,2-2,Bot 5,swinging_strike,Yadiel Rivera strikes out swinging.
FF,95.6,,Max Scherzer,Yadiel Rivera,,2463,,2,2019-06-25,2-1,Bot 5,swinging_strike,
SL,84.6,,Max Scherzer,Yadiel Rivera,,2376,,5,2019-06-25,2-0,Bot 5,swinging_strike,
SL,84.2,,Max Scherzer,Yadiel Rivera,,2326,,13,2019-06-25,1-0,Bot 5,ball,
FF,93.9,,Max Scherzer,Yadiel Rivera,,2527,,14,2019-06-25,0-0,Bot 5,ball,
CH,83.2,82.2,Max Scherzer,Wilkin Castillo,306,1536,30.1,13,2019-06-25,0-2,Bot 5,hit_into_play,Wilkin Castillo lines out to right fielder Adam Eaton.
FC,89.2,,Max Scherzer,Wilkin Castillo,,2543,,14,2019-06-25,0-1,Bot 5,foul,
FF,92.1,,Max Scherzer,Wilkin Castillo,,2533,,5,2019-06-25,0-0,Bot 5,called_strike,
FC,89.9,,Max Scherzer,JT Riddle,,2488,,14,2019-06-25,0-2,Bot 4,swinging_strike,JT Riddle strikes out swinging.
FF,94.9,,Max Scherzer,JT Riddle,,2418,,13,2019-06-25,0-1,Bot 4,called_strike,
CU,79.0,,Max Scherzer,JT Riddle,,2758,,9,2019-06-25,0-0,Bot 4,called_strike,
CH,83.7,91.8,Max Scherzer,Curtis Granderson,152,1500,11.6,7,2019-06-25,0-1,Bot 4,hit_into_play_score,Curtis Granderson singles on a line drive to right fielder Adam Eaton. Brian Anderson scores.
CU,77.6,,Max Scherzer,Curtis Granderson,,2687,,4,2019-06-25,0-0,Bot 4,called_strike,
CH,84.0,72.9,Max Scherzer,Neil Walker,10,1500,-10.6,7,2019-06-25,1-0,Bot 4,hit_into_play,"Neil Walker grounds out, first baseman Howie Kendrick to pitcher Max Scherzer. Brian Anderson to 3rd."
FF,93.4,,Max Scherzer,Neil Walker,,2423,,14,2019-06-25,0-0,Bot 4,ball,
CH,83.5,47.7,Max Scherzer,Starlin Castro,2,1512,-31.7,14,2019-06-25,0-1,Bot 4,hit_into_play,"Starlin Castro grounds out softly, third baseman Anthony Rendon to first baseman Howie Kendrick. Brian Anderson to 2nd."
SL,83.4,66.8,Max Scherzer,Starlin Castro,3,2436,-33.4,14,2019-06-25,0-0,Bot 4,foul,
FF,94.7,90.3,Max Scherzer,Brian Anderson,,2446,-17.3,14,2019-06-25,0-1,Bot 4,hit_into_play_no_out,Brian Anderson singles on a ground ball to shortstop Trea Turner.
SL,83.6,78.2,Max Scherzer,Brian Anderson,152,2414,73.0,1,2019-06-25,0-0,Bot 4,foul,
SL,86.2,,Max Scherzer,Garrett Cooper,,2299,,14,2019-06-25,1-2,Bot 3,swinging_strike,Garrett Cooper strikes out swinging.
FF,95.8,,Max Scherzer,Garrett Cooper,,2428,,2,2019-06-25,1-1,Bot 3,swinging_strike,
FF,94.9,,Max Scherzer,Garrett Cooper,,2369,,12,2019-06-25,0-1,Bot 3,ball,
SL,84.9,,Max Scherzer,Garrett Cooper,,2223,,14,2019-06-25,0-0,Bot 3,called_strike,
CH,85.3,57.5,Max Scherzer,Miguel Rojas,20,1411,-3.2,13,2019-06-25,1-2,Bot 3,hit_by_pitch,Miguel Rojas hit by pitch.
FF,94.7,,Max Scherzer,Miguel Rojas,,2339,,11,2019-06-25,1-1,Bot 3,foul,
SL,84.9,,Max Scherzer,Miguel Rojas,,2358,,14,2019-06-25,0-1,Bot 3,ball,
FF,94.4,,Max Scherzer,Miguel Rojas,,2440,,2,2019-06-25,0-0,Bot 3,called_strike,
SL,85.2,,Max Scherzer,Trevor Richards,,2371,,14,2019-06-25,0-2,Bot 3,swinging_strike,Trevor Richards strikes out swinging.
SL,83.9,,Max Scherzer,Trevor Richards,,2295,,14,2019-06-25,0-1,Bot 3,called_strike,
FF,93.2,,Max Scherzer,Trevor Richards,,2312,,1,2019-06-25,0-0,Bot 3,called_strike,
FF,94.2,90.1,Max Scherzer,Wilkin Castillo,264,2397,50.2,5,2019-06-25,0-0,Bot 3,hit_into_play,Wilkin Castillo flies out to center fielder Victor Robles.
CH,84.0,,Max Scherzer,JT Riddle,,1594,,13,2019-06-25,0-2,Bot 2,swinging_strike,JT Riddle strikes out swinging.
FC,89.5,,Max Scherzer,JT Riddle,,2385,,4,2019-06-25,0-2,Bot 2,foul,
FF,96.0,,Max Scherzer,JT Riddle,,2480,,13,2019-06-25,0-1,Bot 2,foul,
FF,97.0,,Max Scherzer,JT Riddle,,2530,,3,2019-06-25,0-0,Bot 2,swinging_strike,
CH,84.8,,Max Scherzer,Curtis Granderson,,1570,,13,2019-06-25,1-2,Bot 2,swinging_strike,Curtis Granderson strikes out swinging.
CU,77.8,,Max Scherzer,Curtis Granderson,,2693,,13,2019-06-25,0-2,Bot 2,ball,
FC,88.9,74.9,Max Scherzer,Curtis Granderson,6,2386,-17.4,8,2019-06-25,0-2,Bot 2,foul,
FF,98.4,92.6,Max Scherzer,Curtis Granderson,288,2486,19.9,4,2019-06-25,0-2,Bot 2,foul,
FC,91.5,,Max Scherzer,Curtis Granderson,,2422,,3,2019-06-25,0-1,Bot 2,foul,
CU,79.5,,Max Scherzer,Curtis Granderson,,2742,,4,2019-06-25,0-0,Bot 2,called_strike,
FC,90.2,,Max Scherzer,Neil Walker,,2423,,14,2019-06-25,2-2,Bot 2,swinging_strike,Neil Walker strikes out swinging.
CH,84.7,,Max Scherzer,Neil Walker,,1424,,13,2019-06-25,2-1,Bot 2,swinging_strike,
FF,96.2,,Max Scherzer,Neil Walker,,2382,,6,2019-06-25,1-1,Bot 2,ball,
FF,95.8,,Max Scherzer,Neil Walker,,2385,,12,2019-06-25,1-0,Bot 2,called_strike,
CU,78.3,,Max Scherzer,Neil Walker,,2632,,11,2019-06-25,0-0,Bot 2,ball,
FF,96.0,80.0,Max Scherzer,Starlin Castro,,2344,69.0,4,2019-06-25,1-0,Bot 1,hit_into_play,Starlin Castro pops out to first baseman Howie Kendrick in foul territory.
FF,95.5,,Max Scherzer,Starlin Castro,,2358,,12,2019-06-25,0-0,Bot 1,ball,
SL,84.6,,Max Scherzer,Brian Anderson,,2233,,14,2019-06-25,0-2,Bot 1,swinging_strike,Brian Anderson strikes out swinging.
FF,97.1,78.6,Max Scherzer,Brian Anderson,227,2466,47.7,6,2019-06-25,0-1,Bot 1,foul,
SL,84.9,,Max Scherzer,Brian Anderson,,,,12,2019-06-25,0-0,Bot 1,called_strike,
FF,95.8,82.9,Max Scherzer,Garrett Cooper,,2512,-20.7,9,2019-06-25,0-0,Bot 1,hit_into_play,"Garrett Cooper grounds out, pitcher Max Scherzer to first baseman Howie Kendrick. Miguel Rojas to 2nd."
SL,86.0,72.7,Max Scherzer,Miguel Rojas,213,,21.1,1,2019-06-25,3-2,Bot 1,hit_into_play_no_out,Miguel Rojas singles on a line drive to right fielder Adam Eaton.
FF,96.8,74.5,Max Scherzer,Miguel Rojas,185,2475,22.9,6,2019-06-25,3-2,Bot 1,foul,
FF,96.8,69.7,Max Scherzer,Miguel Rojas,176,2535,55.5,1,2019-06-25,3-2,Bot 1,foul,
FF,95.5,,Max Scherzer,Miguel Rojas,,2487,,5,2019-06-25,3-1,Bot 1,foul,
SL,86.3,,Max Scherzer,Miguel Rojas,,2460,,11,2019-06-25,2-1,Bot 1,ball,
FF,95.8,,Max Scherzer,Miguel Rojas,,2525,,14,2019-06-25,1-1,Bot 1,ball,
FF,95.3,,Max Scherzer,Miguel Rojas,,2549,,14,2019-06-25,0-1,Bot 1,ball,
FF,94.0,,Max Scherzer,Miguel Rojas,,2461,,5,2019-06-25,0-0,Bot 1,called_strike,
SL,85.9,,Max Scherzer,J.T. Realmuto,,,,14,2019-06-19,1-2,Top 7,swinging_strike,J.T. Realmuto strikes out swinging.
